Meta data,
  aggregation method, average
  max retention, 86400
  xFilesFactor, 0.5

Archive 0 info,
  offset, 28
  seconds per point, 1
  points, 86400
  retention, 86400
  size, 1036800

Archive 0 data,
16689, 1513610340,          4
16690, 1513610341,          4
16691, 1513610342,         38
16692, 1513610343,          5
16693, 1513610344,          6
16694, 1513610345,          8
16695, 1513610346,          4
16696, 1513610347,         35
16697, 1513610348,          0
16698, 1513610349,          1
16699, 1513610350,          1
16700, 1513610351,          1
16701, 1513610352,         35
16702, 1513610353,          4
16703, 1513610354,          6
16704, 1513610355,          0
16705, 1513610356,          0
16706, 1513610357,         37
16707, 1513610358,          2
16708, 1513610359,          2
16709, 1513610360,          4
16710, 1513610361,          6
16711, 1513610362,         39
16712, 1513610363,          5
16713, 1513610364,          4
16714, 1513610365,          4
16715, 1513610366,          5
16716, 1513610367,          4
16717, 1513610368,         38
16718, 1513610369,          5
16719, 1513610370,          6
16720, 1513610371,          6
16721, 1513610372,          4
16722, 1513610373,         39
16723, 1513610374,          4
16724, 1513610375,          5
16725, 1513610376,          4
16726, 1513610377,          4
16727, 1513610378,         38
16728, 1513610379,          6
16729, 1513610380,          6
16730, 1513610381,          8
16731, 1513610382,          4
16732, 1513610383,         35
16733, 1513610384,          1
16734, 1513610385,          1
16735, 1513610386,          1
16736, 1513610387,          1
16737, 1513610388,          1
16738, 1513610389,         39
16739, 1513610390,          6
16740, 1513610391,          0
16741, 1513610392,          0
16742, 1513610393,          3
16743, 1513610394,         37
16744, 1513610395,          2
16745, 1513610396,          4
16746, 1513610397,          6
16747, 1513610398,          5
16748, 1513610399,         38
16749, 1513610400,          4
16750, 1513610401,          4
16751, 1513610402,          5
16752, 1513610403,          4
16753, 1513610404,         38
16754, 1513610405,          4
16755, 1513610406,          6
16756, 1513610407,          6
16757, 1513610408,          4
16758, 1513610409,         38
16759, 1513610410,          5
16760, 1513610411,          5
16761, 1513610412,          4
16762, 1513610413,          4
16763, 1513610414,          4
16764, 1513610415,         40
16765, 1513610416,          6
16766, 1513610417,          7
16767, 1513610418,          4
16768, 1513610419,          2
16769, 1513610420,         35
16770, 1513610421,          1
16771, 1513610422,          0
16772, 1513610423,          1
16773, 1513610424,          0
16774, 1513610425,         39
16775, 1513610426,          6
16776, 1513610427,          0
16777, 1513610428,          0
16778, 1513610429,          3
16779, 1513610430,         37
16780, 1513610431,          2
16781, 1513610432,          4
16782, 1513610433,          6
16783, 1513610434,          5
16784, 1513610435,          4
16785, 1513610436,         38
16786, 1513610437,          4
16787, 1513610438,          5
16788, 1513610439,          4
16789, 1513610440,          4
16790, 1513610441,         39
16791, 1513610442,          6
16792, 1513610443,          6
16793, 1513610444,          4
16794, 1513610445,          4
16795, 1513610446,         38
16796, 1513610447,          5
16797, 1513610448,          4
16798, 1513610449,          4
16799, 1513610450,          4
16800, 1513610451,         40
16801, 1513610452,          6
16802, 1513610453,          8
16803, 1513610454,          4
16804, 1513610455,          0
16805, 1513610456,          0
16806, 1513610457,         35
16807, 1513610458,          0
16808, 1513610459,          1
16809, 1513610460,          1
16810, 1513610461,          4
16811, 1513610462,         40
16812, 1513610463,          0
16813, 1513610464,          0
16814, 1513610465,          3
16815, 1513610466,          2
16816, 1513610467,         37
16817, 1513610468,          4
16818, 1513610469,          6
16819, 1513610470,          6
16820, 1513610471,          4
16821, 1513610472,         38
16822, 1513610473,          4
16823, 1513610474,          5
16824, 1513610475,          4
16825, 1513610476,          4
16826, 1513610477,         39
16827, 1513610478,          6
16828, 0,          0
16829, 1513610480,          6
16830, 1513610481,         10
16831, 1513610482,          4
16832, 1513610483,          4
16833, 1513610484,         40
16834, 1513610485,          4
16835, 1513610486,          4
16836, 1513610487,          4
16837, 1513610488,          6
16838, 1513610489,         40
16839, 1513610490,          8
16840, 1513610491,          4
16841, 1513610492,          0
16842, 1513610493,          0
16843, 1513610494,         35
16844, 1513610495,          1
16845, 1513610496,          1
16846, 1513610497,          0
16847, 1513610498,          4
16848, 1513610499,          6
16849, 1513610500,         34
16850, 1513610501,          1
16851, 1513610502,          2
16852, 1513610503,          2
16853, 1513610504,          2
16854, 1513610505,         39
16855, 1513610506,          6
16856, 1513610507,          5
16857, 1513610508,          4
16858, 1513610509,          4
16859, 1513610510,         39
16860, 1513610511,          6
16861, 1513610512,          4
16862, 1513610513,          4
16863, 1513610514,          4
16864, 1513610515,         40
16865, 1513610516,          5
16866, 1513610517,          4
16867, 1513610518,          4
16868, 1513610519,          4
16869, 1513610520,         40
16870, 1513610521,          4
16871, 1513610522,          4
16872, 1513610523,          4
16873, 1513610524,          6
16874, 1513610525,          6
16875, 1513610526,         42
16876, 1513610527,          4
16877, 1513610528,          0
16878, 1513610529,          0
16879, 1513610530,          1
16880, 1513610531,         35
16881, 1513610532,          1
16882, 1513610533,          1
16883, 1513610534,          4
16884, 1513610535,          5
16885, 1513610536,         35
16886, 1513610537,          0
16887, 1513610538,          3
16888, 1513610539,          2
16889, 1513610540,          2
16890, 1513610541,         39
16891, 1513610542,          6
16892, 1513610543,          5
16893, 1513610544,          4
16894, 1513610545,          4
16895, 1513610546,          4
16896, 1513610547,         40
16897, 1513610548,          4
16898, 1513610549,          4
16899, 1513610550,          5
16900, 1513610551,          6
16901, 1513610552,         40
16902, 1513610553,          4
16903, 1513610554,          4
16904, 1513610555,          4
16905, 1513610556,          5
16906, 1513610557,         38
16907, 1513610558,          4
16908, 1513610559,          4
16909, 1513610560,          6
16910, 1513610561,          6
16911, 1513610562,         42
16912, 1513610563,          4
16913, 1513610564,          0
16914, 1513610565,          0
16915, 1513610566,          1
16916, 1513610567,         34
16917, 1513610568,          1
16918, 1513610569,          0
16919, 1513610570,          4
16920, 1513610571,          6
16921, 1513610572,          0
16922, 1513610573,         35
16923, 1513610574,          3
16924, 1513610575,          2
16925, 1513610576,          2
16926, 1513610577,          4
16927, 1513610578,         41
16928, 1513610579,          5
16929, 1513610580,          4
16930, 1513610581,          4
16931, 1513610582,          4
16932, 1513610583,         40
16933, 1513610584,          4
16934, 1513610585,          4
16935, 1513610586,          4
16936, 1513610587,          6
16937, 1513610588,         40
16938, 1513610589,          4
16939, 1513610590,          4
16940, 1513610591,          4
16941, 1513610592,          5
16942, 1513610593,          4
16943, 1513610594,         39
16944, 1513610595,          4
16945, 1513610596,          6
16946, 1513610597,          6
16947, 1513610598,          8
16948, 1513610599,         38
16949, 1513610600,          1
16950, 1513610601,          1
16951, 1513610602,          1
16952, 1513610603,          1
16953, 1513610604,         35
16954, 1513610605,          1
16955, 1513610606,          4
16956, 1513610607,          5
16957, 1513610608,          0
16958, 1513610609,         35
16959, 1513610610,          3
16960, 1513610611,          2
16961, 1513610612,          2
16962, 1513610613,          4
16963, 1513610614,         40
16964, 1513610615,          6
16965, 1513610616,          4
16966, 1513610617,          4
16967, 1513610618,          4
16968, 1513610619,          6
16969, 1513610620,         39
16970, 1513610621,          4
16971, 1513610622,          4
16972, 1513610623,          6
16973, 1513610624,          6
16974, 1513610625,         38
16975, 1513610626,          4
16976, 1513610627,          4
16977, 1513610628,          5
16978, 1513610629,          4
16979, 1513610630,         39
16980, 1513610631,          4
16981, 1513610632,          5
16982, 1513610633,          6
16983, 1513610634,          8
16984, 1513610635,         38
16985, 1513610636,          1
16986, 1513610637,          0
16987, 1513610638,          1
16988, 1513610639,          0
16989, 1513610640,          1
16990, 1513610641,         35
16991, 1513610642,          4
16992, 1513610643,          5
16993, 1513610644,          0
16994, 1513610645,          0
16995, 1513610646,         37
16996, 1513610647,          2
16997, 1513610648,          2
16998, 1513610649,          4
16999, 1513610650,          6
17000, 1513610651,         40
17001, 1513610652,          4
17002, 1513610653,          4
17003, 1513610654,          4
17004, 1513610655,          5
17005, 1513610656,          4
17006, 1513610657,         38
17007, 1513610658,          4
17008, 1513610659,          6
17009, 1513610660,          5
17010, 1513610661,          4
17011, 1513610662,         39
17012, 1513610663,          4
17013, 1513610664,          5
17014, 1513610665,          4
17015, 1513610666,          4
17016, 1513610667,         38
17017, 1513610668,          5
17018, 1513610669,          6
17019, 1513610670,          8
17020, 1513610671,          4
17021, 1513610672,         35
17022, 1513610673,          0
17023, 1513610674,          1
17024, 1513610675,          1
17025, 1513610676,          1
17026, 1513610677,         35
17027, 1513610678,          4
17028, 1513610679,          6
17029, 1513610680,          1
17030, 1513610681,          1
17031, 1513610682,          2
17032, 1513610683,         37
17033, 1513610684,          2
17034, 1513610685,          4
17035, 1513610686,          6
17036, 1513610687,          6
17037, 1513610688,         38
17038, 1513610689,          4
17039, 1513610690,          4
17040, 1513610691,          6
17041, 1513610692,          4
17042, 1513610693,         38
17043, 1513610694,          4
17044, 1513610695,          6
17045, 1513610696,          4
17046, 1513610697,          5
17047, 1513610698,         39
17048, 1513610699,          4
17049, 1513610700,          6
17050, 1513610701,          4
17051, 1513610702,          4
17052, 1513610703,          4
17053, 1513610704,         40
17054, 1513610705,          6
17055, 1513610706,          8
17056, 1513610707,          4
17057, 1513610708,          0
17058, 1513610709,         35
17059, 1513610710,          1
17060, 1513610711,          1
17061, 1513610712,          1
17062, 1513610713,          1
17063, 1513610714,         39
17064, 1513610715,          6
17065, 1513610716,          0
17066, 1513610717,          2
17067, 1513610718,         36
17068, 1513610719,          2
17069, 1513610720,          4
17070, 1513610721,          6
17071, 1513610722,          5
17072, 1513610723,         38
17073, 1513610724,          4
17074, 1513610725,          4
17075, 1513610726,          5
17076, 1513610727,          4
17077, 1513610728,          4
17078, 1513610729,         39
17079, 1513610730,          6
17080, 1513610731,          4
17081, 1513610732,          5
17082, 1513610733,          4
17083, 1513610734,         38
17084, 1513610735,          5
17085, 1513610736,          4
17086, 1513610737,          4
17087, 1513610738,          4
17088, 1513610739,         40
17089, 1513610740,          6
17090, 1513610741,          8
17091, 1513610742,          4
17092, 1513610743,          0
17093, 1513610744,         35
17094, 1513610745,          1
17095, 1513610746,          1
17096, 1513610747,          1
17097, 1513610748,          1
17098, 1513610749,          4
17099, 1513610750,         40
17100, 1513610751,          0
17101, 1513610752,          0
17102, 1513610753,          3
17103, 1513610754,          2
17104, 1513610755,         37
17105, 1513610756,          4
17106, 1513610757,          6
17107, 1513610758,          6
17108, 1513610759,          4
17109, 1513610760,         38
17110, 1513610761,          4
17111, 1513610762,          4
17112, 1513610763,          5
17113, 1513610764,          4
17114, 1513610765,          5
17115, 1513610766,         40
17116, 1513610767,          4
17117, 1513610768,          5
17118, 1513610769,          5
17119, 1513610770,          4
17120, 1513610771,         40
17121, 1513610772,          4
17122, 1513610773,          4
17123, 1513610774,          4
17124, 1513610775,          6
17125, 1513610776,         40
17126, 1513610777,          8
17127, 1513610778,          4
17128, 1513610779,          1
17129, 1513610780,          1
17130, 1513610781,         35
17131, 1513610782,          1
17132, 1513610783,          1
17133, 1513610784,          1
17134, 1513610785,          4
17135, 1513610786,          6
17136, 1513610787,         35
17137, 1513610788,          0
17138, 1513610789,          3
17139, 1513610790,          2
17140, 1513610791,          2
17141, 1513610792,         39
17142, 1513610793,          6
17143, 1513610794,          5
17144, 1513610795,          4
17145, 1513610796,          3
17146, 1513610797,         39
17147, 1513610798,          4
17148, 1513610799,          6
17149, 1513610800,          4
17150, 1513610801,          4
17151, 1513610802,         40
17152, 1513610803,          4
17153, 1513610804,          5
17154, 1513610805,          4
17155, 1513610806,          4
17156, 1513610807,         40
17157, 1513610808,          4
17158, 1513610809,          5
17159, 1513610810,          4
17160, 1513610811,          6
17161, 1513610812,          6
17162, 1513610813,         42
17163, 1513610814,          4
17164, 1513610815,          0
17165, 1513610816,          0
17166, 1513610817,          1
17167, 1513610818,         35
17168, 1513610819,          1
17169, 1513610820,          1
17170, 1513610821,          4
17171, 1513610822,          5
17172, 1513610823,         35
17173, 1513610824,          0
17174, 1513610825,          3
17175, 1513610826,          2
17176, 1513610827,          2
17177, 1513610828,         39
17178, 1513610829,          6
17179, 1513610830,          6
17180, 1513610831,          4
17181, 1513610832,          4
17182, 1513610833,          4
17183, 1513610834,         38
17184, 1513610835,          5
17185, 1513610836,          4
17186, 1513610837,          4
17187, 1513610838,          6
17188, 1513610839,         39
17189, 1513610840,          6
17190, 1513610841,          4
17191, 1513610842,          4
17192, 1513610843,          6
17193, 1513610844,         38
17194, 1513610845,          4
17195, 1513610846,          4
17196, 1513610847,          6
17197, 1513610848,          6
17198, 1513610849,         42
17199, 1513610850,          4
17200, 1513610851,          1
17201, 1513610852,          0
17202, 1513610853,          1
17203, 1513610854,         35
17204, 1513610855,          1
17205, 1513610856,          1
17206, 1513610857,          4
17207, 1513610858,          5
17208, 1513610859,          1
17209, 1513610860,         35
17210, 1513610861,          3
17211, 1513610862,          2
17212, 1513610863,          2
17213, 1513610864,          4
17214, 1513610865,         41
17215, 1513610866,          6
17216, 1513610867,          4
17217, 1513610868,          4
17218, 1513610869,          5
17219, 1513610870,         39
17220, 1513610871,          5
17221, 1513610872,          4
17222, 1513610873,          4
17223, 1513610874,          6
17224, 1513610875,         38
17225, 1513610876,          6
17226, 1513610877,          4
17227, 1513610878,          4
17228, 1513610879,          6
17229, 1513610880,          4
17230, 1513610881,         39
17231, 1513610882,          4
17232, 1513610883,          6
17233, 1513610884,          6
17234, 1513610885,          8
17235, 1513610886,         38
17236, 1513610887,          0
17237, 1513610888,          0
17238, 1513610889,          1
17239, 1513610890,          1
17240, 1513610891,         35
17241, 1513610892,          1
17242, 1513610893,          4
17243, 1513610894,          6
17244, 1513610895,          0
17245, 1513610896,         35
17246, 1513610897,          3
17247, 1513610898,          2
17248, 1513610899,          2
17249, 1513610900,          4
17250, 1513610901,         33
17251, 1513610902,         14
17252, 1513610903,          4
17253, 1513610904,          4
17254, 1513610905,          4
17255, 1513610906,          4
17256, 1513610907,         40
17257, 1513610908,          4
17258, 1513610909,          5
17259, 1513610910,          6
17260, 1513610911,          4
17261, 1513610912,         40
17262, 1513610913,          4
17263, 1513610914,          4
17264, 1513610915,          5
17265, 1513610916,          4
17266, 1513610917,         39
17267, 1513610918,          4
17268, 1513610919,          6
17269, 1513610920,          6
17270, 1513610921,          8
17271, 1513610922,         38
17272, 1513610923,          1
17273, 1513610924,          0
17274, 1513610925,          1
17275, 1513610926,          1
17276, 1513610927,          1
17277, 1513610928,         35
17278, 1513610929,          4
17279, 1513610930,          6
17280, 1513610931,          0
17281, 1513610932,          0
17282, 1513610933,         37
17283, 1513610934,          2
17284, 1513610935,          2
17285, 1513610936,          4
17286, 1513610937,          6
17287, 1513610938,         40
17288, 1513610939,          4
17289, 1513610940,          4
17290, 1513610941,          4
17291, 1513610942,          4
17292, 1513610943,         40
17293, 1513610944,          4
17294, 1513610945,          4
17295, 1513610946,          6
17296, 1513610947,          4
17297, 1513610948,          6
17298, 1513610949,         38
17299, 1513610950,          4
17300, 1513610951,          5
17301, 1513610952,          4
17302, 1513610953,          4
17303, 1513610954,         39
17304, 1513610955,          6
17305, 1513610956,          6
17306, 1513610957,          8
17307, 1513610958,          4
17308, 1513610959,         35
17309, 1513610960,          1
17310, 1513610961,          1
17311, 1513610962,          1
17312, 1513610963,          1
17313, 1513610964,         35
17314, 1513610965,          4
17315, 1513610966,          6
17316, 1513610967,          0
17317, 1513610968,          0
17318, 1513610969,         37
17319, 1513610970,          3
17320, 1513610971,          2
17321, 1513610972,          4
17322, 1513610973,          6
17323, 1513610974,          6
17324, 1513610975,         38
17325, 1513610976,          4
17326, 1513610977,          4
17327, 1513610978,          4
17328, 1513610979,          6
17329, 1513610980,         39
17330, 1513610981,          4
17331, 1513610982,          6
17332, 1513610983,          4
17333, 1513610984,          5
17334, 1513610985,         39
17335, 1513610986,          4
17336, 1513610987,          5
17337, 1513610988,          4
17338, 1513610989,          5
17339, 1513610990,         39
17340, 1513610991,          6
17341, 1513610992,          6
17342, 1513610993,          8
17343, 1513610994,          4
17344, 1513610995,          0
17345, 1513610996,         35
17346, 1513610997,          1
17347, 1513610998,          1
17348, 1513610999,          1
17349, 1513611000,          1
17350, 1513611001,         39
17351, 1513611002,          6
17352, 1513611003,          0
17353, 1513611004,          0
17354, 1513611005,          3
17355, 1513611006,         37
17356, 1513611007,          2
17357, 1513611008,          4
17358, 1513611009,          6
17359, 1513611010,          6
17360, 1513611011,         38
17361, 1513611012,          4
17362, 1513611013,          4
17363, 1513611014,          4
17364, 1513611015,          5
17365, 1513611016,         37
17366, 1513611017,          6
17367, 1513611018,          6
17368, 1513611019,          4
17369, 1513611020,          6
17370, 1513611021,          4
17371, 1513611022,         38
17372, 1513611023,          5
17373, 1513611024,          4
17374, 1513611025,          4
17375, 1513611026,          4
17376, 1513611027,         40
17377, 1513611028,          6
17378, 1513611029,          8
17379, 1513611030,          4
17380, 1513611031,          0
17381, 1513611032,         35
17382, 1513611033,          1
17383, 1513611034,          1
17384, 1513611035,          1
17385, 1513611036,          1
17386, 1513611037,         39
17387, 1513611038,          6
17388, 1513611039,          1
17389, 1513611040,          1
17390, 1513611041,          2
17391, 1513611042,          2
17392, 1513611043,         37
17393, 1513611044,          4
17394, 1513611045,          6
17395, 1513611046,          5
17396, 1513611047,          4
17397, 1513611048,         38
17398, 1513611049,          4
17399, 1513611050,          4
17400, 1513611051,          6
17401, 1513611052,          4
17402, 1513611053,         39
17403, 1513611054,          6
17404, 1513611055,          4
17405, 1513611056,          5
17406, 1513611057,          4
17407, 1513611058,         38
17408, 1513611059,          6
17409, 1513611060,          4
17410, 1513611061,          4
17411, 1513611062,          4
17412, 1513611063,         40
17413, 1513611064,          6
17414, 1513611065,          8
17415, 1513611066,          4
17416, 1513611067,          1
17417, 1513611068,          0
17418, 1513611069,         36
17419, 1513611070,          1
17420, 1513611071,          1
17421, 1513611072,          1
17422, 1513611073,          4
17423, 1513611074,         40
17424, 1513611075,          1
17425, 1513611076,          0
17426, 1513611077,          3
17427, 1513611078,          2
17428, 1513611079,         37
17429, 1513611080,          4
17430, 1513611081,          6
17431, 1513611082,          6
17432, 1513611083,          4
17433, 1513611084,         38
17434, 1513611085,          4
17435, 1513611086,          4
17436, 1513611087,          5
17437, 1513611088,          4
17438, 1513611089,          5
17439, 1513611090,         40
17440, 1513611091,          4
17441, 1513611092,          5
17442, 1513611093,          4
17443, 1513611094,          4
17444, 1513611095,         40
17445, 1513611096,          4
17446, 1513611097,          4
17447, 1513611098,          4
17448, 1513611099,          6
17449, 1513611100,         41
17450, 1513611101,          8
17451, 1513611102,          4
17452, 1513611103,          1
17453, 1513611104,          0
17454, 1513611105,         35
17455, 1513611106,          1
17456, 1513611107,          1
17457, 1513611108,          0
17458, 1513611109,          4
17459, 1513611110,          6
17460, 1513611111,         35
17461, 1513611112,          0
17462, 1513611113,          3
17463, 1513611114,          2
17464, 1513611115,          2
17465, 1513611116,         39
17466, 1513611117,          6
17467, 1513611118,          5
17468, 1513611119,          4
17469, 1513611120,          4
17470, 1513611121,         39
17471, 1513611122,          4
17472, 1513611123,          6
17473, 1513611124,          4
17474, 1513611125,          4
17475, 1513611126,         40
17476, 1513611127,          4
17477, 1513611128,          5
17478, 1513611129,          5
17479, 1513611130,          4
17480, 1513611131,          5
17481, 1513611132,         38
17482, 1513611133,          4
17483, 1513611134,          4
17484, 1513611135,          6
17485, 1513611136,          6
17486, 1513611137,         42
17487, 1513611138,          4
17488, 1513611139,          1
17489, 1513611140,          1
17490, 1513611141,          1
17491, 1513611142,         35
17492, 1513611143,          1
17493, 1513611144,          1
17494, 1513611145,          4
17495, 1513611146,          5
17496, 1513611147,         35
17497, 1513611148,          0
17498, 1513611149,          3
17499, 1513611150,          2
17500, 1513611151,          2
17501, 1513611152,         38
17502, 1513611153,          7
17503, 1513611154,          6
17504, 1513611155,          4
17505, 1513611156,          4
17506, 1513611157,          4
17507, 1513611158,         38
17508, 1513611159,          6
17509, 1513611160,          4
17510, 1513611161,          4
17511, 1513611162,          6
17512, 1513611163,         38
17513, 1513611164,          5
17514, 1513611165,          4
17515, 1513611166,          4
17516, 1513611167,          5
17517, 1513611168,         38
17518, 1513611169,          4
17519, 1513611170,          4
17520, 1513611171,          6
17521, 1513611172,          6
17522, 1513611173,         42
17523, 1513611174,          4
17524, 1513611175,          0
17525, 1513611176,          0
17526, 1513611177,          1
17527, 1513611178,          1
17528, 1513611179,         35
17529, 1513611180,          1
17530, 1513611181,          4
17531, 1513611182,          6
17532, 1513611183,          1
17533, 1513611184,         35
17534, 1513611185,          3
17535, 1513611186,          2
17536, 1513611187,          2
17537, 1513611188,          4
17538, 1513611189,         41
17539, 1513611190,          6
17540, 1513611191,          4
17541, 1513611192,          4
17542, 1513611193,          4
17543, 1513611194,         38
17544, 1513611195,          5
17545, 1513611196,          4
17546, 1513611197,          4
17547, 1513611198,          6
17548, 1513611199,         38
17549, 1513611200,          6
17550, 1513611201,          4
17551, 1513611202,          4
17552, 1513611203,          5
17553, 1513611204,          4
17554, 1513611205,         39
17555, 1513611206,          4
17556, 1513611207,          6
17557, 1513611208,          6
17558, 1513611209,          8
17559, 1513611210,         39
17560, 1513611211,          0
17561, 1513611212,          0
17562, 1513611213,          1
17563, 1513611214,          1
17564, 1513611215,         35
17565, 1513611216,          1
17566, 1513611217,          4
17567, 1513611218,          5
17568, 1513611219,          1
17569, 1513611220,         35
17570, 1513611221,          3
17571, 1513611222,          2
17572, 1513611223,          2
17573, 1513611224,          4
17574, 1513611225,          6
17575, 1513611226,         40
17576, 1513611227,          4
17577, 1513611228,          4
17578, 1513611229,          5
17579, 1513611230,          4
17580, 1513611231,         40
17581, 1513611232,          4
17582, 1513611233,          4
17583, 1513611234,          5
17584, 1513611235,          4
17585, 1513611236,         40
17586, 1513611237,          4
17587, 1513611238,          4
17588, 1513611239,          6
17589, 1513611240,          4
17590, 1513611241,         39
17591, 1513611242,          4
17592, 1513611243,          6
17593, 1513611244,          6
17594, 1513611245,          8
17595, 1513611246,          4
17596, 1513611247,         35
17597, 1513611248,          0
17598, 1513611249,          1
17599, 1513611250,          1
17600, 1513611251,          1
17601, 1513611252,         35
17602, 1513611253,          4
17603, 1513611254,          5
17604, 1513611255,          1
17605, 1513611256,          0
17606, 1513611257,         37
17607, 1513611258,          2
17608, 1513611259,          2
17609, 1513611260,          4
17610, 1513611261,          6
17611, 1513611262,         40
17612, 1513611263,          4
17613, 1513611264,          4
17614, 1513611265,          4
17615, 1513611266,          4
17616, 1513611267,          6
17617, 1513611268,         38
17618, 1513611269,          5
17619, 1513611270,          6
17620, 1513611271,          4
17621, 1513611272,          5
17622, 1513611273,         39
17623, 1513611274,          4
17624, 1513611275,          6
17625, 1513611276,          4
17626, 1513611277,          4
17627, 1513611278,         38
17628, 1513611279,          6
17629, 1513611280,          6
17630, 1513611281,          8
17631, 1513611282,          4
17632, 1513611283,         35
17633, 1513611284,          0
17634, 1513611285,          1
17635, 1513611286,          1
17636, 1513611287,          1
17637, 1513611288,         35
17638, 1513611289,          4
17639, 1513611290,          6
17640, 1513611291,          0
17641, 1513611292,          0
17642, 1513611293,          3
17643, 1513611294,         36
17644, 1513611295,          2
17645, 1513611296,          4
17646, 1513611297,          6
17647, 1513611298,          5
17648, 1513611299,         39
17649, 1513611300,          4
17650, 1513611301,          4
17651, 1513611302,          4
17652, 1513611303,          6
17653, 1513611304,         38
17654, 1513611305,          4
17655, 1513611306,          6
17656, 1513611307,          4
17657, 1513611308,          5
17658, 1513611309,         39
17659, 1513611310,          4
17660, 0,          0
17661, 1513611312,          5
17662, 1513611313,          4
17663, 1513611314,          5
17664, 1513611315,          5
17665, 1513611316,         39
17666, 1513611317,          6
17667, 1513611318,          8
17668, 1513611319,          4
17669, 1513611320,          2
17670, 1513611321,         35
17671, 1513611322,          1
17672, 1513611323,          1
17673, 1513611324,          1
17674, 1513611325,          1
17675, 1513611326,         39
17676, 1513611327,          5
17677, 1513611328,          0
17678, 1513611329,          0
17679, 1513611330,          3
17680, 1513611331,         37
17681, 1513611332,          2
17682, 1513611333,          4
17683, 1513611334,          6
17684, 1513611335,          6
17685, 1513611336,         37
17686, 1513611337,          5
17687, 1513611338,          4
17688, 1513611339,          4
17689, 1513611340,          6
17690, 1513611341,          4
17691, 1513611342,         39
17692, 1513611343,          6
17693, 1513611344,          4
17694, 1513611345,          5
17695, 1513611346,          4
17696, 1513611347,         38
17697, 1513611348,          5
17698, 1513611349,          4
17699, 1513611350,          5
17700, 1513611351,          4
17701, 1513611352,         40
17702, 1513611353,          6
17703, 1513611354,          8
17704, 1513611355,          4
17705, 1513611356,          0
17706, 1513611357,         35
17707, 1513611358,          1
17708, 1513611359,          1
17709, 1513611360,          1
17710, 1513611361,          1
17711, 1513611362,          4
17712, 1513611363,         40
17713, 1513611364,          0
17714, 1513611365,          0
17715, 1513611366,          3
17716, 1513611367,          2
17717, 1513611368,         37
17718, 1513611369,          4
17719, 1513611370,          6
17720, 1513611371,          6
17721, 1513611372,          4
17722, 1513611373,         38
17723, 1513611374,          4
17724, 1513611375,          4
17725, 1513611376,          6
17726, 1513611377,          4
17727, 1513611378,         39
17728, 1513611379,          6
17729, 1513611380,          4
17730, 1513611381,          6
17731, 1513611382,          8
17732, 1513611383,         37
17733, 1513611384,          7
17734, 1513611385,          4
17735, 1513611386,          4
17736, 1513611387,          4
17737, 1513611388,          6
17738, 1513611389,         40
17739, 1513611390,          8
17740, 1513611391,          4
17741, 1513611392,          0
17742, 1513611393,          0
17743, 1513611394,         35
17744, 1513611395,          1
17745, 1513611396,          1
17746, 1513611397,          1
17747, 1513611398,          4
17748, 1513611399,         40
17749, 1513611400,          1
17750, 1513611401,          1
17751, 1513611402,          3
17752, 1513611403,          2
17753, 1513611404,         37
17754, 1513611405,          4
17755, 1513611406,          6
17756, 1513611407,          6
17757, 1513611408,          4
17758, 1513611409,          4
17759, 1513611410,         39
17760, 1513611411,          4
17761, 1513611412,          5
17762, 1513611413,          4
17763, 1513611414,          4
17764, 1513611415,         40
17765, 1513611416,          4
17766, 1513611417,          5
17767, 1513611418,          4
17768, 1513611419,          4
17769, 1513611420,         40
17770, 1513611421,          4
17771, 1513611422,          4
17772, 1513611423,          4
17773, 1513611424,          6
17774, 1513611425,         40
17775, 1513611426,          7
17776, 1513611427,          4
17777, 1513611428,          0
17778, 1513611429,          1
17779, 1513611430,         35
17780, 1513611431,          2
17781, 1513611432,          1
17782, 1513611433,          1
17783, 1513611434,          4
17784, 1513611435,          5
17785, 1513611436,         35
17786, 1513611437,          0
17787, 1513611438,          3
17788, 1513611439,          2
17789, 1513611440,          2
17790, 1513611441,         39
17791, 1513611442,          6
17792, 1513611443,          6
17793, 1513611444,          4
17794, 1513611445,          4
17795, 1513611446,         39
17796, 1513611447,          4
17797, 1513611448,          5
17798, 1513611449,          4
17799, 1513611450,          5
17800, 1513611451,         40
17801, 1513611452,          4
17802, 1513611453,          5
17803, 1513611454,          4
17804, 1513611455,          4
17805, 1513611456,          5
17806, 1513611457,         38
17807, 1513611458,          4
17808, 1513611459,          4
17809, 1513611460,          6
17810, 1513611461,          6
17811, 1513611462,         42
17812, 1513611463,          4
17813, 1513611464,          0
17814, 1513611465,          0
17815, 1513611466,          1
17816, 1513611467,         35
17817, 1513611468,          1
17818, 1513611469,          1
17819, 1513611470,          4
17820, 1513611471,          6
17821, 1513611472,         35
17822, 1513611473,          0
17823, 1513611474,          3
17824, 1513611475,          2
17825, 1513611476,          2
17826, 1513611477,         37
17827, 1513611478,          7
17828, 1513611479,          6
17829, 1513611480,          4
17830, 1513611481,          4
17831, 1513611482,          4
17832, 1513611483,         38
17833, 1513611484,          6
17834, 1513611485,          4
17835, 1513611486,          5
17836, 1513611487,          6
17837, 1513611488,         38
17838, 1513611489,          5
17839, 1513611490,          4
17840, 1513611491,          4
17841, 1513611492,          5
17842, 1513611493,         38
17843, 1513611494,          4
17844, 1513611495,          4
17845, 1513611496,          6
17846, 1513611497,          6
17847, 1513611498,         42
